"SKU FA","FA","TIPO","SKU COMPILADO","SKU ITEM","DESCRICAO","ANO PLO","VALOR"
1,"DEFESA","SUBFUNCAO","1.571",571,"Desenvolvimento Científico",2022,562500
1,"DEFESA","SUBFUNCAO","1.572",572,"Desenvolvimento Tecnológico e Engenharia",2022,1e+06
1,"DEFESA","SUBFUNCAO","1.573",573,"Difusão do Conhecimento Científico e Tecnológico",2022,1491400
1,"DEFESA","SUBFUNCAO","1.722",722,"Telecomunicações",2022,57683132
1,"DEFESA","SUBFUNCAO","1.811",811,"Desporto de Rendimento",2022,4362500
1,"DEFESA","SUBFUNCAO","1.812",812,"Desporto Comunitário",2022,3e+05
1,"DEFESA","SUBFUNCAO","1.846",846,"Outros Encargos Especiais",2022,2905886
1,"DEFESA","DESPESAS","1.1",1,"Pessoal e Encargos Sociais",2022,167710016
1,"DEFESA","DESPESAS","1.3",3,"Outras Despesas Correntes",2022,643958530
1,"DEFESA","DESPESAS","1.4",4,"Investimentos",2022,472369904
2,"EXERCITO","PROGRAMA","2.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2022,48392170626
2,"EXERCITO","PROGRAMA","2.909",909,"Operações Especiais: Outros Encargos Especiais",2022,67478391
2,"EXERCITO","PROGRAMA","2.999",999,"Reserva de Contingência",2022,2876393
2,"EXERCITO","PROGRAMA","2.6011",6011,"Cooperação com o Desenvolvimento Nacional",2022,0
2,"EXERCITO","PROGRAMA","2.6012",6012,"Defesa Nacional",2022,3163248986
2,"EXERCITO","FUNCAO","2.5",5,"Defesa Nacional",2022,36589984236
2,"EXERCITO","FUNCAO","2.9",9,"Previdência Social",2022,14965435376
2,"EXERCITO","FUNCAO","2.28",28,"Encargos Especiais",2022,67478391
2,"EXERCITO","FUNCAO","2.99",99,"Reserva de Contigência",2022,2876393
2,"EXERCITO","SUBFUNCAO","2.122",122,"Administração Geral",2022,31363614206
2,"EXERCITO","SUBFUNCAO","2.126",126,"Tecnologia da Informação",2022,19805825
2,"EXERCITO","SUBFUNCAO","2.128",128,"Formação de Recursos Humanos",2022,66880612
2,"EXERCITO","SUBFUNCAO","2.131",131,"Comunicação Social",2022,1534357
2,"EXERCITO","SUBFUNCAO","2.153",153,"Defesa Terrestre",2022,2456963924
2,"EXERCITO","SUBFUNCAO","2.183",183,"Informação e Inteligência",2022,5179888
2,"EXERCITO","SUBFUNCAO","2.244",244,"Assistência Comunitária",2022,8200000
2,"EXERCITO","SUBFUNCAO","2.272",272,"Previdência do Regime Estatutário",2022,14965435376
2,"EXERCITO","SUBFUNCAO","2.301",301,"Atenção Básica",2022,1743966297
2,"EXERCITO","SUBFUNCAO","2.331",331,"Proteção e Benefícios ao Trabalhador",2022,810607157
2,"EXERCITO","SUBFUNCAO","2.364",364,"Ensino Superior",2022,10629610
2,"EXERCITO","SUBFUNCAO","2.368",368,"Educação Básica",2022,12439573
2,"EXERCITO","SUBFUNCAO","2.781",781,"Transporte Aéreo",2022,0
2,"EXERCITO","SUBFUNCAO","2.812",812,"Desporto Comunitário",2022,0
2,"EXERCITO","SUBFUNCAO","2.846",846,"Outros Encargos Especiais",2022,157641178
2,"EXERCITO","SUBFUNCAO","2.999",999,"Reserva de Contingência",2022,2876393
2,"EXERCITO","DESPESAS","2.1",1,"Pessoal e Encargos Sociais",2022,45999677811
2,"EXERCITO","DESPESAS","2.3",3,"Outras Despesas Correntes",2022,3846779510
2,"EXERCITO","DESPESAS","2.4",4,"Investimentos",2022,1776440682
2,"EXERCITO","DESPESAS","2.9",9,"Reserva de Contingência",2022,2876393
3,"AERONAUTICA","PROGRAMA","3.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2022,21374718416
3,"AERONAUTICA","PROGRAMA","3.901",901,"Operações Especiais: Cumprimento de Sentenças Judiciais",2022,1e+06
3,"AERONAUTICA","PROGRAMA","3.906",906,"Operações Especiais: Serviço da Dívida Externa (Juros e Amortizações)",2022,1444664945
3,"AERONAUTICA","PROGRAMA","3.909",909,"Operações Especiais: Outros Encargos Especiais",2022,353010057
3,"AERONAUTICA","PROGRAMA","3.999",999,"Reserva de Contingência",2022,0
3,"AERONAUTICA","PROGRAMA","3.6011",6011,"Cooperação com o Desenvolvimento Nacional",2022,0
3,"AERONAUTICA","PROGRAMA","3.6012",6012,"Defesa Nacional",2022,2334968697
3,"AERONAUTICA","FUNCAO","3.5",5,"Defesa Nacional",2022,17987617198
3,"AERONAUTICA","FUNCAO","3.9",9,"Previdência Social",2022,5722069915
3,"AERONAUTICA","FUNCAO","3.28",28,"Encargos Especiais",2022,1798675002
3,"AERONAUTICA","FUNCAO","3.99",99,"Reserva de Contigência",2022,0
3,"AERONAUTICA","SUBFUNCAO","3.121",121,"Planejamento e Orçamento",2022,0
3,"AERONAUTICA","SUBFUNCAO","3.122",122,"Administração Geral",2022,14718599624
3,"AERONAUTICA","SUBFUNCAO","3.128",128,"Formação de Recursos Humanos",2022,17806586
3,"AERONAUTICA","SUBFUNCAO","3.151",151,"Defesa Aérea",2022,2141279211
3,"AERONAUTICA","SUBFUNCAO","3.183",183,"Informação e Inteligência",2022,6e+05
3,"AERONAUTICA","SUBFUNCAO","3.272",272,"Previdência do Regime Estatutário",2022,5722069915
3,"AERONAUTICA","SUBFUNCAO","3.301",301,"Atenção Básica",2022,800588864
3,"AERONAUTICA","SUBFUNCAO","3.331",331,"Proteção e Benefícios ao Trabalhador",2022,205977900
3,"AERONAUTICA","SUBFUNCAO","3.364",364,"Ensino Superior",2022,2800000
3,"AERONAUTICA","SUBFUNCAO","3.482",482,"Habitação Urbana",2022,5e+06
3,"AERONAUTICA","SUBFUNCAO","3.812",812,"Desporto Comunitário",2022,0
3,"AERONAUTICA","SUBFUNCAO","3.844",844,"Serviço da Dívida Externa",2022,1444664945
3,"AERONAUTICA","SUBFUNCAO","3.846",846,"Outros Encargos Especiais",2022,448975070
3,"AERONAUTICA","SUBFUNCAO","3.999",999,"Reserva de Contingência",2022,0
3,"AERONAUTICA","DESPESAS","3.1",1,"Pessoal e Encargos Sociais",2022,20604383444
3,"AERONAUTICA","DESPESAS","3.2",2,"Juros e Encargos da Dívida",2022,682316692
3,"AERONAUTICA","DESPESAS","3.3",3,"Outras Despesas Correntes",2022,1324590275
3,"AERONAUTICA","DESPESAS","3.4",4,"Investimentos",2022,2134373451
3,"AERONAUTICA","DESPESAS","3.5",5,"Inversões Financeiras",2022,350000
3,"AERONAUTICA","DESPESAS","3.6",6,"Amortização da Dívida",2022,762348253
3,"AERONAUTICA","DESPESAS","3.9",9,"Reserva de Contingência",2022,0
4,"MARINHA","PROGRAMA","4.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2022,25483758064
4,"MARINHA","PROGRAMA","4.906",906,"Operações Especiais: Serviço da Dívida Externa (Juros e Amortizações)",2022,1728873494
4,"MARINHA","PROGRAMA","4.909",909,"Operações Especiais: Outros Encargos Especiais",2022,192306637
4,"MARINHA","PROGRAMA","4.910",910,"Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais",2022,56050
4,"MARINHA","PROGRAMA","4.999",999,"Reserva de Contingência",2022,0
4,"MARINHA","PROGRAMA","4.6011",6011,"Cooperação com o Desenvolvimento Nacional",2022,0
4,"MARINHA","PROGRAMA","4.6012",6012,"Defesa Nacional",2022,2419615303
4,"MARINHA","FUNCAO","4.5",5,"Defesa Nacional",2022,21167454567
4,"MARINHA","FUNCAO","4.9",9,"Previdência Social",2022,6735918800
4,"MARINHA","FUNCAO","4.28",28,"Encargos Especiais",2022,1921236181
4,"MARINHA","FUNCAO","4.99",99,"Reserva de Contigência",2022,0
4,"MARINHA","SUBFUNCAO","4.121",121,"Planejamento e Orçamento",2022,0
4,"MARINHA","SUBFUNCAO","4.122",122,"Administração Geral",2022,17343650958
4,"MARINHA","SUBFUNCAO","4.125",125,"Normatização e Fiscalização",2022,0
4,"MARINHA","SUBFUNCAO","4.152",152,"Defesa Naval",2022,1744743298
4,"MARINHA","SUBFUNCAO","4.183",183,"Informação e Inteligência",2022,178805
4,"MARINHA","SUBFUNCAO","4.272",272,"Previdência do Regime Estatutário",2022,6735918800
4,"MARINHA","SUBFUNCAO","4.301",301,"Atenção Básica",2022,1259182467
4,"MARINHA","SUBFUNCAO","4.331",331,"Proteção e Benefícios ao Trabalhador",2022,343609159
4,"MARINHA","SUBFUNCAO","4.571",571,"Desenvolvimento Científico",2022,1774223
4,"MARINHA","SUBFUNCAO","4.572",572,"Desenvolvimento Tecnológico e Engenharia",2022,4e+08
4,"MARINHA","SUBFUNCAO","4.812",812,"Desporto Comunitário",2022,0
4,"MARINHA","SUBFUNCAO","4.844",844,"Serviço da Dívida Externa",2022,1728873494
4,"MARINHA","SUBFUNCAO","4.846",846,"Outros Encargos Especiais",2022,266678344
4,"MARINHA","SUBFUNCAO","4.999",999,"Reserva de Contingência",2022,0
4,"MARINHA","DESPESAS","4.1",1,"Pessoal e Encargos Sociais",2022,24284585182
4,"MARINHA","DESPESAS","4.2",2,"Juros e Encargos da Dívida",2022,380168025
4,"MARINHA","DESPESAS","4.3",3,"Outras Despesas Correntes",2022,1682075462
4,"MARINHA","DESPESAS","4.4",4,"Investimentos",2022,2129075410
4,"MARINHA","DESPESAS","4.6",6,"Amortização da Dívida",2022,1348705469
4,"MARINHA","DESPESAS","4.9",9,"Reserva de Contingência",2022,0
1,"DEFESA","PROGRAMA","1.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2023,329611054
1,"DEFESA","PROGRAMA","1.909",909,"Operações Especiais: Outros Encargos Especiais",2023,33920
1,"DEFESA","PROGRAMA","1.910",910,"Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais",2023,243601
1,"DEFESA","PROGRAMA","1.6011",6011,"Cooperação com o Desenvolvimento Nacional",2023,316620420
1,"DEFESA","PROGRAMA","1.6012",6012,"Defesa Nacional",2023,681936859
1,"DEFESA","FUNCAO","1.5",5,"Defesa Nacional",2023,1312164241
1,"DEFESA","FUNCAO","1.9",9,"Previdência Social",2023,16004092
1,"DEFESA","FUNCAO","1.28",28,"Encargos Especiais",2023,277521
1,"DEFESA","SUBFUNCAO","1.121",121,"Planejamento e Orçamento",2023,2677965
1,"DEFESA","SUBFUNCAO","1.122",122,"Administração Geral",2023,328846936
1,"DEFESA","SUBFUNCAO","1.126",126,"Tecnologia da Informação",2023,74958014
1,"DEFESA","SUBFUNCAO","1.128",128,"Formação de Recursos Humanos",2023,12744000
1,"DEFESA","SUBFUNCAO","1.151",151,"Defesa Aérea",2023,357781531
1,"DEFESA","SUBFUNCAO","1.153",153,"Defesa Terrestre",2023,371252105
1,"DEFESA","SUBFUNCAO","1.183",183,"Informação e Inteligência",2023,4324159
1,"DEFESA","SUBFUNCAO","1.212",212,"Cooperação Internacional",2023,29185938
1,"DEFESA","SUBFUNCAO","1.244",244,"Assistência Comunitária",2023,0
1,"DEFESA","SUBFUNCAO","1.272",272,"Previdência do Regime Estatutário",2023,16004092
1,"DEFESA","SUBFUNCAO","1.301",301,"Atenção Básica",2023,0
1,"DEFESA","SUBFUNCAO","1.331",331,"Proteção e Benefícios ao Trabalhador",2023,10619163
1,"DEFESA","SUBFUNCAO","1.333",333,"Empregabilidade",2023,4432302
1,"DEFESA","SUBFUNCAO","1.363",363,"Ensino Profissional",2023,0
1,"DEFESA","SUBFUNCAO","1.366",366,"Educação de Jovens e Adultos",2023,1500000
1,"DEFESA","SUBFUNCAO","1.542",542,"Controle Ambiental",2023,46031306
1,"DEFESA","SUBFUNCAO","1.571",571,"Desenvolvimento Científico",2023,420000
1,"DEFESA","SUBFUNCAO","1.572",572,"Desenvolvimento Tecnológico e Engenharia",2023,1e+06
1,"DEFESA","SUBFUNCAO","1.573",573,"Difusão do Conhecimento Científico e Tecnológico",2023,1491400
1,"DEFESA","SUBFUNCAO","1.722",722,"Telecomunicações",2023,57500000
1,"DEFESA","SUBFUNCAO","1.811",811,"Desporto de Rendimento",2023,4356812
1,"DEFESA","SUBFUNCAO","1.812",812,"Desporto Comunitário",2023,3e+05
1,"DEFESA","SUBFUNCAO","1.846",846,"Outros Encargos Especiais",2023,3020131
1,"DEFESA","DESPESAS","1.1",1,"Pessoal e Encargos Sociais",2023,178366694
1,"DEFESA","DESPESAS","1.3",3,"Outras Despesas Correntes",2023,729852083
1,"DEFESA","DESPESAS","1.4",4,"Investimentos",2023,420227077
2,"EXERCITO","PROGRAMA","2.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2023,49521263794
2,"EXERCITO","PROGRAMA","2.909",909,"Operações Especiais: Outros Encargos Especiais",2023,61143811
2,"EXERCITO","PROGRAMA","2.999",999,"Reserva de Contingência",2023,40060000
2,"EXERCITO","PROGRAMA","2.6011",6011,"Cooperação com o Desenvolvimento Nacional",2023,0
2,"EXERCITO","PROGRAMA","2.6012",6012,"Defesa Nacional",2023,3210950631
2,"EXERCITO","FUNCAO","2.5",5,"Defesa Nacional",2023,37350601172
2,"EXERCITO","FUNCAO","2.9",9,"Previdência Social",2023,15381613253
2,"EXERCITO","FUNCAO","2.28",28,"Encargos Especiais",2023,61143811
2,"EXERCITO","FUNCAO","2.99",99,"Reserva de Contigência",2023,40060000
2,"EXERCITO","SUBFUNCAO","2.122",122,"Administração Geral",2023,32090355296
2,"EXERCITO","SUBFUNCAO","2.126",126,"Tecnologia da Informação",2023,15801000
2,"EXERCITO","SUBFUNCAO","2.128",128,"Formação de Recursos Humanos",2023,7.1e+07
2,"EXERCITO","SUBFUNCAO","2.131",131,"Comunicação Social",2023,4500000
2,"EXERCITO","SUBFUNCAO","2.153",153,"Defesa Terrestre",2023,2506930894
2,"EXERCITO","SUBFUNCAO","2.183",183,"Informação e Inteligência",2023,5500000
2,"EXERCITO","SUBFUNCAO","2.244",244,"Assistência Comunitária",2023,5500000
2,"EXERCITO","SUBFUNCAO","2.272",272,"Previdência do Regime Estatutário",2023,15381613253
2,"EXERCITO","SUBFUNCAO","2.301",301,"Atenção Básica",2023,0
