"SKU FA","FA","TIPO","SKU ITEM","DESCRICAO","2021 PLO","2021 EMPENHO","2022 PLO","2022 LOA","2023 PLO"
2,"EXERCITO","PROGRAMA",32,"Programa de Gestão e Manutenção do Poder Executivo",47219014846,47139541895,48392170626,48125748361,49521263794
2,"EXERCITO","PROGRAMA",909,"Operações Especiais: Outros Encargos Especiais",61172991,60430401,67478391,67478391,61143811
2,"EXERCITO","PROGRAMA",999,"Reserva de Contingência",9010904,0,2876393,2876393,40060000
2,"EXERCITO","PROGRAMA",6011,"Cooperação com o Desenvolvimento Nacional",6820127,6819464,0,8100000,0
2,"EXERCITO","PROGRAMA",6012,"Defesa Nacional",2936596191,2953030565,3163248986,3037565038,3210950631
2,"EXERCITO","FUNCAO",5,"Defesa Nacional",35564061123,35507906402,36589984236,36205978023,37350601172
2,"EXERCITO","FUNCAO",9,"Previdência Social",14598370041,14591485523,14965435376,14965435376,15381613253
2,"EXERCITO","FUNCAO",28,"Encargos Especiais",61172991,60430401,67478391,67478391,61143811
2,"EXERCITO","FUNCAO",99,"Reserva de Contigência",9010904,0,2876393,2876393,40060000
2,"EXERCITO","SUBFUNCAO",122,"Administração Geral",30588277706,30523538111,31363614206,31089653286,32090355296
2,"EXERCITO","SUBFUNCAO",126,"Tecnologia da Informação",17126804,17141389,19805825,18617476,15801000
2,"EXERCITO","SUBFUNCAO",128,"Formação de Recursos Humanos",64299058,64060704,66880612,66880612,7.1e+07
2,"EXERCITO","SUBFUNCAO",131,"Comunicação Social",1426013,1424389,1534357,1442296,4500000
2,"EXERCITO","SUBFUNCAO",153,"Defesa Terrestre",2212531310,2227738365,2456963924,2332772975,2506930894
2,"EXERCITO","SUBFUNCAO",183,"Informação e Inteligência",4575740,4576823,5179888,4875238,5500000
2,"EXERCITO","SUBFUNCAO",244,"Assistência Comunitária",1.5e+07,1.5e+07,8200000,8200000,5500000
2,"EXERCITO","SUBFUNCAO",272,"Previdência do Regime Estatutário",14598370041,14591485523,14965435376,14965435376,15381613253
2,"EXERCITO","SUBFUNCAO",301,"Atenção Básica",1705710121,1706569407,1743966297,1749780280,0
2,"EXERCITO","SUBFUNCAO",331,"Proteção e Benefícios ao Trabalhador",827845222,830838161,810607157,810607157,2542744194
2,"EXERCITO","SUBFUNCAO",364,"Ensino Superior",10236087,10258572,10629610,10629610,10629610
2,"EXERCITO","SUBFUNCAO",368,"Educação Básica",12489905,12371944,12439573,14256306,15900000
2,"EXERCITO","SUBFUNCAO",781,"Transporte Aéreo",6720127,6720127,0,8100000,0
2,"EXERCITO","SUBFUNCAO",812,"Desporto Comunitário",1e+05,99337,0,0,0
2,"EXERCITO","SUBFUNCAO",846,"Outros Encargos Especiais",158896021,147999474,157641178,157641178,142883989
2,"EXERCITO","SUBFUNCAO",999,"Reserva de Contingência",9010904,0,2876393,2876393,40060000
2,"EXERCITO","DESPESAS",1,"Pessoal e Encargos Sociais",44881492821,44795642812,45999677811,45753410122,47100748292
2,"EXERCITO","DESPESAS",3,"Outras Despesas Correntes",4024638698,4038663966,3846779510,3783351586,3914189828
2,"EXERCITO","DESPESAS",4,"Investimentos",3914189828,1325515547,1776440682,1702130082,1778420116
2,"EXERCITO","DESPESAS",9,"Reserva de Contingência",9010904,0,2876393,2876393,40060000
3,"AERONAUTICA","PROGRAMA",32,"Programa de Gestão e Manutenção do Poder Executivo",21083672733,21051404634,21374718416,20897431519,22116102165
3,"AERONAUTICA","PROGRAMA",901,"Operações Especiais: Cumprimento de Sentenças Judiciais",6814794,0,1e+06,1e+06,1e+06
3,"AERONAUTICA","PROGRAMA",906,"Operações Especiais: Serviço da Dívida Externa (Juros e Amortizações)",1351403256,1284312427,1444664945,1444664945,1446852290
3,"AERONAUTICA","PROGRAMA",909,"Operações Especiais: Outros Encargos Especiais",374347257,372070180,353010057,353010057,360587053
3,"AERONAUTICA","PROGRAMA",999,"Reserva de Contingência",1e+06,0,0,0,0
3,"AERONAUTICA","PROGRAMA",6011,"Cooperação com o Desenvolvimento Nacional",1e+06,997321,0,2565000,0
3,"AERONAUTICA","PROGRAMA",6012,"Defesa Nacional",2430820371,2587552153,2334968697,2297442390,2156748101
3,"AERONAUTICA","FUNCAO",5,"Defesa Nacional",17949989087,18080902889,17987617198,17475368994,18365985983
3,"AERONAUTICA","FUNCAO",9,"Previdência Social",5590504017,5584051219,5722069915,5722069915,5906864283
3,"AERONAUTICA","FUNCAO",28,"Encargos Especiais",1707565307,1631382607,1798675002,1798675002,1808439343
3,"AERONAUTICA","FUNCAO",99,"Reserva de Contigência",1e+06,0,0,0,0
3,"AERONAUTICA","SUBFUNCAO",121,"Planejamento e Orçamento",0,0,0,0,424986
3,"AERONAUTICA","SUBFUNCAO",122,"Administração Geral",14471587650,14456426122,14718599624,14235642113,15246607335
3,"AERONAUTICA","SUBFUNCAO",128,"Formação de Recursos Humanos",14520346,14533292,17806586,17138192,31327209
3,"AERONAUTICA","SUBFUNCAO",151,"Defesa Aérea",2265548733,2420940144,2141279211,2100771571,1945434097
3,"AERONAUTICA","SUBFUNCAO",183,"Informação e Inteligência",187605,185201,6e+05,6e+05,2203148
3,"AERONAUTICA","SUBFUNCAO",272,"Previdência do Regime Estatutário",5590504017,5584051219,5722069915,5722069915,5906864283
3,"AERONAUTICA","SUBFUNCAO",301,"Atenção Básica",886693603,880380653,800588864,806559478,0
3,"AERONAUTICA","SUBFUNCAO",331,"Proteção e Benefícios ao Trabalhador",205977900,207268670,205977900,205977900,1043057601
3,"AERONAUTICA","SUBFUNCAO",364,"Ensino Superior",3080787,3084905,2800000,6449727,4875761
3,"AERONAUTICA","SUBFUNCAO",482,"Habitação Urbana",2468472,2468430,5e+06,4700000,0
3,"AERONAUTICA","SUBFUNCAO",812,"Desporto Comunitário",1e+06,997321,0,2565000,0
3,"AERONAUTICA","SUBFUNCAO",844,"Serviço da Dívida Externa",1351403256,1284312427,1444664945,1444664945,1446852290
3,"AERONAUTICA","SUBFUNCAO",846,"Outros Encargos Especiais",455086042,441688330,448975070,448975070,453642899
3,"AERONAUTICA","SUBFUNCAO",999,"Reserva de Contingência",1e+06,0,0,0,0
3,"AERONAUTICA","DESPESAS",1,"Pessoal e Encargos Sociais",20366420087,20329070061,20604383444,20135278865,21541524168
3,"AERONAUTICA","DESPESAS",2,"Juros e Encargos da Dívida",555128541,526640340,682316692,682316692,783658286
3,"AERONAUTICA","DESPESAS",3,"Outras Despesas Correntes",1522662785,1520829857,1324590275,1308201122,1170266034
3,"AERONAUTICA","DESPESAS",4,"Investimentos",1982572283,2137124369,2134373451,2107618979,1922647117
3,"AERONAUTICA","DESPESAS",5,"Inversões Financeiras",2.5e+07,2.5e+07,350000,350000,0
3,"AERONAUTICA","DESPESAS",6,"Amortização da Dívida",796274715,757672088,762348253,762348253,663194004
3,"AERONAUTICA","DESPESAS",9,"Reserva de Contingência",1e+06,0,0,0,0
4,"MARINHA","PROGRAMA",32,"Programa de Gestão e Manutenção do Poder Executivo",25151510026,25119110528,25483758064,25217602062,26379401695
4,"MARINHA","PROGRAMA",906,"Operações Especiais: Serviço da Dívida Externa (Juros e Amortizações)",2205839500,1193635260,1728873494,1728873494,1604583409
4,"MARINHA","PROGRAMA",909,"Operações Especiais: Outros Encargos Especiais",189082112,187440917,192306637,192306637,191543686
4,"MARINHA","PROGRAMA",910,"Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais",93052,99191,56050,56050,104986
4,"MARINHA","PROGRAMA",999,"Reserva de Contingência",0,0,0,0,875261835
4,"MARINHA","PROGRAMA",6011,"Cooperação com o Desenvolvimento Nacional",1e+05,1e+05,0,0,0
4,"MARINHA","PROGRAMA",6012,"Defesa Nacional",2253059729,2320671756,2419615303,2420819045,2299700230
4,"MARINHA","FUNCAO",5,"Defesa Nacional",20569035730,20614148486,21167454567,20902502307,21612560198
4,"MARINHA","FUNCAO",9,"Previdência Social",6835634025,6825733797,6735918800,6735918800,7066541727
4,"MARINHA","FUNCAO",28,"Encargos Especiais",2395014664,1381175369,1921236181,1921236181,1796232081
4,"MARINHA","FUNCAO",99,"Reserva de Contigência",0,0,0,0,875261835
4,"MARINHA","SUBFUNCAO",121,"Planejamento e Orçamento",0,0,0,0,65000
4,"MARINHA","SUBFUNCAO",122,"Administração Geral",16846352696,16836162201,17343650958,17076168391,17871992209
4,"MARINHA","SUBFUNCAO",125,"Normatização e Fiscalização",3e+05,299729,0,0,0
4,"MARINHA","SUBFUNCAO",152,"Defesa Naval",1743919880,1807052585,1744743298,1745891190,1679430219
4,"MARINHA","SUBFUNCAO",183,"Informação e Inteligência",150000,150000,178805,1378805,349954
4,"MARINHA","SUBFUNCAO",272,"Previdência do Regime Estatutário",6835634025,6825733797,6735918800,6735918800,7066541727
4,"MARINHA","SUBFUNCAO",301,"Atenção Básica",1338557074,1334555902,1259182467,1260615485,0
4,"MARINHA","SUBFUNCAO",331,"Proteção e Benefícios ao Trabalhador",345332849,348907405,343609159,343609159,1647445990
4,"MARINHA","SUBFUNCAO",571,"Desenvolvimento Científico",0,0,1774223,1667770,0
4,"MARINHA","SUBFUNCAO",572,"Desenvolvimento Tecnológico e Engenharia",213117000,214022988,4e+08,398855850,345161857
4,"MARINHA","SUBFUNCAO",812,"Desporto Comunitário",1e+05,1e+05,0,0,0
4,"MARINHA","SUBFUNCAO",844,"Serviço da Dívida Externa",2205839500,1193635260,1728873494,1728873494,1604583409
4,"MARINHA","SUBFUNCAO",846,"Outros Encargos Especiais",270381395,260437785,266678344,266678344,259763641
4,"MARINHA","SUBFUNCAO",999,"Reserva de Contingência",0,0,0,0,875261835
4,"MARINHA","DESPESAS",1,"Pessoal e Encargos Sociais",23888060189,23851627365,24284585182,24017986469,25133032781
4,"MARINHA","DESPESAS",2,"Juros e Encargos da Dívida",443479991,216014331,380168025,380168025,368019077
4,"MARINHA","DESPESAS",3,"Outras Despesas Correntes",1693929898,1699728313,1682075462,1679593006,1745409586
4,"MARINHA","DESPESAS",4,"Investimentos",2011854832,2076066714,2129075410,2133204319,1992308230
4,"MARINHA","DESPESAS",6,"Amortização da Dívida",1762359509,977620929,1348705469,1348705469,1236564332
4,"MARINHA","DESPESAS",9,"Reserva de Contingência",0,0,0,0,875261835
